stage,component,recipient,eur,status
2 suppliers,Foreign income from Cypriot suppliers (G46),BR,1.264222160000961e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),CA,2.528444320001922e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),CH,1.5170665920011526e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),CONFIDENTIAL_PARTNERS,0.0009597973962043589,illustrative
2 suppliers,Cyprus suppliers' value added (G46),CY,0.0593243277636648,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),CZ,5.056888640003844e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),DE,0.0004012222614117319,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),DK,7.897313411207967e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),EL,0.0007815454112816186,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),ES,1.6434888080012488e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),FI,5.056888640003844e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),FR,1.0113777280007687e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),HU,1.264222160000961e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),IE,3.7926664800028815e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),IT,1.6434888080012488e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),JP,1.264222160000961e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),LV,1.264222160000961e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),NL,5.056888640003844e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),OFFSHO,0.00024503057215370487,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),PT,2.528444320001922e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),RU,8.027787705747327e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),SE,2.528444320001922e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),SK,3.7926664800028815e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),UK,5.183310856003938e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),US,1.6434888080012488e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),WORLD_UNALLOCATED,0.0007655425010714694,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G46),ZA,1.264222160000961e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),AT,4.5026266729413235e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),AU,1.2864647636975212e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),BE,9.648485727731408e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),BR,6.432323818487606e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),CA,1.2864647636975212e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),CH,7.718788582185125e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),CONFIDENTIAL_PARTNERS,0.00024889025014009926,illustrative
2 suppliers,Cyprus suppliers' value added (G47),CY,0.018911902808928942,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),CZ,2.5729295273950424e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),DE,8.497852258410689e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),DK,1.674985316568873e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),EL,0.00018330577032681021,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),ES,8.362020964033886e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),FI,2.5729295273950424e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),FR,5.145859054790085e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),HU,6.432323818487606e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),IE,1.9296971455462813e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),IT,8.362020964033886e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),JP,6.432323818487606e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),LV,6.432323818487606e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),NL,2.5729295273950424e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),OFFSHO,5.1736392250591926e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),PT,1.2864647636975212e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),RU,1.8906846120143386e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),SE,1.2864647636975212e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),SK,1.9296971455462813e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),UK,2.6372527655799184e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),US,8.362020964033886e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),WORLD_UNALLOCATED,0.00016163863460714645,illustrative
2 suppliers,Foreign income from Cypriot suppliers (G47),ZA,6.432323818487606e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),AT,5.609723463003748e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),AU,1.602778132286785e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),BE,1.2020835992150888e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),BR,8.013890661433925e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),CA,1.602778132286785e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),CH,9.61666879372071e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),CONFIDENTIAL_PARTNERS,9.846667455703865e-05,illustrative
2 suppliers,Cyprus suppliers' value added (H49),CY,0.02350413592209,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),CZ,3.20555626457357e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),DE,5.609723463003748e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),DK,1.602778132286785e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),EL,3.8947508614568876e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),ES,1.0418057859864104e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),FI,3.20555626457357e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),FR,6.41111252914714e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),HU,8.013890661433925e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),IE,2.4041671984301773e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),IT,1.0418057859864104e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),JP,8.013890661433925e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),LV,8.013890661433925e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),NL,3.20555626457357e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),PT,1.602778132286785e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),RU,4.1672231439456414e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),SE,1.602778132286785e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),SK,2.4041671984301773e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),UK,3.2856951711879093e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),US,1.0418057859864104e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),WORLD_UNALLOCATED,9.538963630434594e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H49),ZA,8.013890661433925e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),AT,2.3223707475965385e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),AU,6.635344993132967e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),BE,4.976508744849724e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),BR,3.3176724965664836e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),CA,6.635344993132967e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),CH,3.9812069958797806e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),CONFIDENTIAL_PARTNERS,4.076424196531239e-08,illustrative
2 suppliers,Cyprus suppliers' value added (H50),CY,0.0005085836130981611,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),CZ,1.3270689986265935e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),DE,2.3223707475965385e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),DK,6.635344993132967e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),EL,1.6123888333313113e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),ES,4.312974245536428e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),FI,1.3270689986265935e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),FR,2.654137997253187e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),HU,3.3176724965664836e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),IE,9.953017489699452e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),IT,4.312974245536428e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),JP,3.3176724965664836e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),LV,3.3176724965664836e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),NL,1.3270689986265935e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),PT,6.635344993132967e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),RU,1.7251896982145712e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),SE,6.635344993132967e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),SK,9.953017489699452e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),UK,1.3602457235922581e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),US,4.312974245536428e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),WORLD_UNALLOCATED,4.463467305686873e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H50),ZA,3.3176724965664836e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),AT,1.712528510327157e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),AU,4.892938600934735e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),BE,3.6697039507010507e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),BR,2.4464693004673673e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),CA,4.892938600934735e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),CH,2.9357631605608406e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),CONFIDENTIAL_PARTNERS,3.0059768294842545e-06,illustrative
2 suppliers,Cyprus suppliers' value added (H51),CY,-0.0004484059383866225,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),CZ,9.78587720186947e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),DE,1.712528510327157e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),DK,4.892938600934735e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),EL,1.1889840800271404e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),ES,3.180410090607577e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),FI,9.78587720186947e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),FR,1.957175440373894e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),HU,2.4464693004673673e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),IE,7.3394079014021015e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),IT,3.180410090607577e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),JP,2.4464693004673673e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),LV,2.4464693004673673e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),NL,9.78587720186947e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),PT,4.892938600934735e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),RU,1.272164036243031e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),SE,4.892938600934735e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),SK,7.3394079014021015e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),UK,1.0030524131916204e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),US,3.180410090607577e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H51),ZA,2.4464693004673673e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),AT,1.0639156423084237e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),AU,3.039758978024068e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),BE,2.2798192335180508e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),BR,1.519879489012034e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),CA,3.039758978024068e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),CH,1.8238553868144405e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),CONFIDENTIAL_PARTNERS,5.577432595611024e-06,illustrative
2 suppliers,Cyprus suppliers' value added (H52),CY,0.0004693647549609941,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),CZ,6.079517956048136e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),DE,8.440768145896681e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),DK,3.6607581450830724e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),EL,7.386614316598485e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),ES,1.9758433357156435e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),FI,6.079517956048136e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),FR,1.2159035912096272e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),HU,1.519879489012034e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),IE,4.559638467036101e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),IT,1.9758433357156435e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),JP,1.519879489012034e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),LV,1.519879489012034e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),NL,6.079517956048136e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),OFFSHO,1.5697628277697665e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),PT,3.039758978024068e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),RU,4.1893569727267e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),SE,3.039758978024068e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),SK,4.559638467036101e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),UK,6.231505904949338e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),US,1.9758433357156435e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),WORLD_UNALLOCATED,4.479822345644957e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H52),ZA,1.519879489012034e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),AT,5.022380210949871e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),AU,1.4349657745571064e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),BE,1.0762243309178298e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),BR,7.174828872785532e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),CA,1.4349657745571064e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),CH,8.609794647342637e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),CONFIDENTIAL_PARTNERS,0.00012131962824347398,illustrative
2 suppliers,Cyprus suppliers' value added (H53),CY,0.013595934675239816,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),CZ,2.869931549114213e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),DE,7.585735056579977e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),DK,3.3885979105941986e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),EL,3.486966832173769e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),ES,9.327277534621189e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),FI,2.869931549114213e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),FR,5.739863098228426e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),HU,7.174828872785532e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),IE,2.1524486618356592e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),IT,9.327277534621189e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),JP,7.174828872785532e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),LV,7.174828872785532e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),NL,2.869931549114213e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),OFFSHO,1.4031772788149373e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),PT,1.4349657745571064e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),RU,6.769221669784655e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),SE,1.4349657745571064e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),SK,2.1524486618356592e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),UK,2.941679837842068e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),US,9.327277534621189e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),WORLD_UNALLOCATED,4.004416984104041e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (H53),ZA,7.174828872785532e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),AT,5.426079430030441e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),AU,1.5503084085801262e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),BE,1.1627313064350947e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),BR,7.751542042900631e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),CA,1.5503084085801262e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),CH,9.301850451480757e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),CONFIDENTIAL_PARTNERS,0.000621172508660748,illustrative
2 suppliers,Cyprus suppliers' value added (I),CY,0.02407555281514237,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),CZ,3.1006168171602524e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),DE,5.426079430030441e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),DK,1.5503084085801262e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),EL,3.767249432849707e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),ES,1.0077004655770818e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),FI,3.1006168171602524e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),FR,6.201233634320505e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),HU,7.751542042900631e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),IE,2.3254626128701893e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),IT,1.0077004655770818e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),JP,7.751542042900631e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),LV,7.751542042900631e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),NL,3.1006168171602524e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),OFFSHO,3.2192565417395276e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),PT,1.5503084085801262e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),RU,4.030801862308327e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),SE,1.5503084085801262e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),SK,2.3254626128701893e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),UK,3.1781322375892584e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),US,1.0077004655770818e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),WORLD_UNALLOCATED,0.0001986016743291949,illustrative
2 suppliers,Foreign income from Cypriot suppliers (I),ZA,7.751542042900631e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),AT,4.0056276665723956e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),AU,1.144465047592113e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),BE,8.583487856940847e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),BR,5.722325237960565e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),CA,1.144465047592113e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),CH,6.866790285552678e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),CONFIDENTIAL_PARTNERS,0.007246925250251462,illustrative
2 suppliers,Cyprus suppliers' value added (J58),CY,0.043095684931574396,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),CZ,2.288930095184226e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),DE,8.82317291659017e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),DK,1.144465047592113e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),EL,2.7810500656488346e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),ES,7.439022809348733e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),FI,2.288930095184226e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),FR,4.577860190368452e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),HU,5.722325237960565e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),IE,1.7166975713881694e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),IT,7.439022809348733e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),JP,5.722325237960565e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),LV,5.722325237960565e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),NL,2.288930095184226e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),OFFSHO,0.0030365808899850432,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),PT,1.144465047592113e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),RU,2.9756091237394933e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),SE,1.144465047592113e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),SK,1.7166975713881694e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),UK,2.3461533475638312e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),US,7.439022809348733e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),WORLD_UNALLOCATED,0.0019758299039306093,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J58),ZA,5.722325237960565e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),AT,5.370537906065593e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),AU,1.5344394017330266e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),BE,1.1508295512997698e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),BR,7.672197008665133e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),CA,1.5344394017330266e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),CH,9.20663641039816e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),CONFIDENTIAL_PARTNERS,6.581181623376733e-05,illustrative
2 suppliers,Cyprus suppliers' value added (J59-60),CY,0.0014185454333121557,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),CZ,3.068878803466053e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),DE,5.749041181612509e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),DK,1.5344394017330266e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),EL,3.728687746211255e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),ES,9.97385611126467e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),FI,3.068878803466053e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),FR,6.137757606932106e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),HU,7.672197008665133e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),IE,2.30165910259954e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),IT,9.97385611126467e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),JP,7.672197008665133e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),LV,7.672197008665133e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),NL,3.068878803466053e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),OFFSHO,2.3857706646725668e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),PT,1.5344394017330266e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),RU,3.989542444505868e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),SE,1.5344394017330266e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),SK,2.30165910259954e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),UK,3.145600773552704e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),US,9.97385611126467e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),WORLD_UNALLOCATED,1.4124488469445967e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J59-60),ZA,7.672197008665133e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),AT,6.00250360509911e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),AU,1.7150010300283174e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),BE,1.2862507725212377e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),BR,8.575005150141587e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),CA,1.7150010300283174e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),CH,1.0290006180169903e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),CONFIDENTIAL_PARTNERS,0.020280897917810414,illustrative
2 suppliers,Cyprus suppliers' value added (J61),CY,0.18541063791950194,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),CZ,3.4300020600566348e-06,illustrative
